,fuel,make,odometer,price,title status,transmission,VIN,condition,drive,paint color,type,cylinders,size,price_num
1700, gas,"2015 2015 VW Golf, 1.8 TSI Trendline", 56000,"$13,500", clean, automatic,, excellent, fwd, black, hatchback, 4 cylinders, compact,13500
1701, gas,2005 acura tl, 163000,"$5,500", clean, automatic,, like new, fwd, silver,, 6 cylinders, full-size,5500
1702, hybrid,2010 Nissan Altima, 110000,"$7,500", clean, automatic,, like new,,,, 4 cylinders,,7500
1703, gas,2013 Toyota Prius c, 142073,"$11,700", clean, automatic, JTDKDTB34D1038580,,,,,,,11700
1704, gas,2016 Toyota Tacoma, 136608,"$34,990", clean, automatic, 5TFDZ5BN8GX001881,,,,,,,34990
1705, gas,2017 honda civic lx sedan, 41024,"$15,999", clean, automatic,, like new, fwd, grey, sedan, 4 cylinders,,15999
1706, gas,2010 2010 Honda Element, 162555,"$10,900", rebuilt, automatic,,,,,,,,10900
1707, hybrid,2017 toyota highlander hybrid limited, 58529,"$41,880", clean, automatic,, like new, 4wd, white, SUV, 6 cylinders, mid-size,41880
1708, hybrid,2018 mercedes-benz gle550e, 39316,"$64,999", clean, automatic,, like new, fwd, grey, SUV, 6 cylinders, full-size,64999
1709, diesel,2006 Ford Super Duty F-350 SRW, 212000,"$12,450", clean, automatic, 1FTWW31P56EA84902,,,,,,,12450
1710, gas,2017 Ford Explorer, 53256,"$26,888", clean, automatic, 1FM5K7BH9HGB08773,,,,,,,26888
1711, gas,2009 hyundai accent, 210000,"$1,800", clean, manual,, good, fwd, red, hatchback, 4 cylinders, compact,1800
1712, gas,2020 mercedes benz gla250, 16439,"$38,800", clean, automatic,, excellent, 4wd, grey,, 4 cylinders,,38800
1713, gas,2017 Toyota Prius, 52160,"$23,495", clean, automatic, JTDKARFU8H3040423, excellent, fwd,, hatchback,,,23495
1714, gas,2006 2006 chevrolet trailblazer SS, 10000,"$22,000", clean, automatic,,,, white,, 8 cylinders,,22000
1715, gas,2006 2006 chevrolet trailblazer SS, 10000,"$22,000", clean, automatic,,,, white,, 8 cylinders,,22000
1716, gas,2013 mercedes-benz, 24000,"$28,000", clean, automatic,, new, rwd, silver, convertible, 6 cylinders, mid-size,28000
1717, gas,2020 Ford Mustang, 5215,"$35,588", clean, automatic, 1FA6P8TH5L5148339,,,,,,,35588
1718, gas,2015 mercedes-benz ml400, 47000,"$33,400", clean, automatic,, excellent, 4wd, white, SUV, 6 cylinders, full-size,33400
1719, gas,2020 Ford Super Duty F-550 DRW, 22545,"$85,985", clean, automatic, 1FD0W5HT5LEC94525,,,,,,,85985
1720, gas,2010 nissan altima sr, 154615,"$9,900", clean, automatic,,,,,,,,9900
1721, gas,1988 vw vanagon, 332500,"$18,500", rebuilt, automatic,, excellent, rwd, silver,, 4 cylinders, mid-size,18500
1722, gas,1987 vw vanagon westfalia, 58000,"$23,500", rebuilt, manual,, good, rwd, blue,, 4 cylinders, mid-size,23500
1723, gas,2000 mercedes benz e320 4matic wagon, 170000,"$5,000", rebuilt, automatic,, fair, 4wd, grey, wagon, 6 cylinders, mid-size,5000
1724, diesel,2004 dodge ram 3500, 380000,"$18,500", clean, automatic,,,,,,,,18500
1725, gas,2006 smart Fortwo, 82000,"$3,800", clean, automatic, WMEAJ00F86J316028,,,,,,,3800
1726, gas,1987 vw vanagon westfalia, 58000,"$25,500", rebuilt, manual,, good, rwd, blue,, 4 cylinders, mid-size,25500
1727, gas,1959 Ford other, 5555,"$2,900", clean, automatic,,,,,,,,2900
1728, gas,2018 2018 Audi Q5, 61000,"$29,999", rebuilt, automatic, WA1BNAFY4J2002797, excellent, 4wd, custom, SUV, 4 cylinders,,29999
1729, gas,2018 bmw x1, 56261,"$28,999", clean, automatic,, like new, 4wd, white,, 4 cylinders,,28999
1730, gas,2012 Chevrolet Cruze, 84959,"$6,900", clean, automatic, 1G1PL5SC6C7372103,,,,,,,6900
1731, gas,2017 Honda Pilot, 66126,"$32,950", clean, automatic, 5FNYF6H73HB500320, excellent, 4wd,, SUV,,,32950
1732, gas,2019 mercedes-benz cla250 4matic awd, 15303,"$36,998", clean, automatic,, excellent, 4wd, white,, 4 cylinders,,36998
1733, diesel,2014 mercedes benz e250, 115675,"$21,995", clean, automatic,, excellent, 4wd, white, sedan, 4 cylinders, full-size,21995
1734, gas,2005 Chevrolet Silverado 1500, 276000,"$3,450", clean, automatic, 1GCEC14X35Z137737,,,,,,,3450
1735, gas,2020 Jeep Cherokee, 46411,"$35,999", clean, automatic, 1C4PJMBXXLD517705,,,,,,,35999
1736, gas,2002 2002 gmc Denali, 300000,"$5,500", clean, automatic,,,,,,,,5500
1737, gas,2011 Toyota Tacoma, 112182,"$31,998", clean, automatic, 3TMMU4FN9BM034227,,,,,,,31998
1738, gas,2014 Toyota Tacoma, 228289,"$12,500", clean, automatic,, good, rwd, white, pickup, 4 cylinders,,12500
1739, gas,2012 toyota tacoma, 235365,"$14,000", clean, automatic,, good, 4wd, grey, pickup, 4 cylinders,,14000
1740, gas,2016 BMW i3, 11535,"$26,888", clean, automatic, WBY1Z2C53GV556554,,,,,,,26888
1741, gas,1978 buick skyhawk, 59000,"$3,250", clean, automatic,,,,,,,,3250
1742, gas,2015 bmw 328i xdrive, 41000,"$27,000", clean, automatic,, new, 4wd, black, sedan, 4 cylinders, full-size,27000
1743, gas,1996 chevy s10, 485000,"$1,000", clean, automatic,, fair, rwd, silver,, 6 cylinders, mid-size,1000
1744, gas,2017 Hyundai Elantra, 115000,"$12,999", clean, automatic,,,,,,,,12999
1745, gas,2001 Toyota Corolla, 260000,$995, clean, automatic,, excellent, fwd, silver, sedan, 4 cylinders, compact,995
1746, gas,2016 SMART FORTWO PURE 2DR COUPE, 55850,"$5,900", clean, automatic,, like new,, white, hatchback,, compact,5900
1747, diesel,2014 Mercedes Benz GLK 250, 79000,"$26,500", clean, automatic, WDCGG0EB8EG287178, excellent, 4wd, brown, SUV, 4 cylinders,,26500
1748, gas,2020 Jaguar F-Pace SVR, 8700,$954, clean, automatic,, new,,,,,,954
1749, gas,2002 Honda Civic, 310000,$995, clean, automatic,, excellent, fwd, silver, sedan, 4 cylinders, compact,995
1750, diesel,2010 vw golf tdi, 227753,"$8,900", clean, automatic,,,,,,,,8900
1751, gas,2002 Ford Escape, 270000,"$1,500", clean, automatic,, excellent, 4wd, grey, van, 6 cylinders, compact,1500
1752, diesel,2012 vw golf tdi, 137000,"$11,500", clean, automatic,,,,,,,,11500
1753, diesel,2011 Vw golf wagon, 142000,"$9,500", clean, automatic,,,,,,,,9500
1754, diesel,2003 ford f350 super duty, 389000,"$10,500", clean, automatic,,,,,,,,10500
1755, gas,2003 Honda civic, 240000,"$1,295", clean, automatic,, excellent, fwd, black, sedan, 4 cylinders, compact,1295
1756, gas,2018 jeep wrangler unlimited, 3802,"$56,995", clean, automatic,, excellent,, white,, 6 cylinders,,56995
1757, gas,2007 Chevrolet aveo, 164000,"$1,500", clean, automatic,, good, fwd, black, hatchback, 4 cylinders, mid-size,1500
1758, gas,2003 Acura RSX, 170000,"$3,500", clean, manual,, excellent, fwd, silver, hatchback, 4 cylinders, compact,3500
1759, gas,2004 Mitsubishi Outlander, 160000,"$1,695", clean, automatic,, excellent, 4wd, blue, SUV, 4 cylinders, compact,1695
1760, gas,2008 Pontiac Torrent, 116000,"$3,500", clean, automatic,, good,,,,,,3500
1761, gas,2001 bmw 3 series 325i, 260,"$1,234", rebuilt, automatic,, good, rwd, black, sedan, 6 cylinders,,1234
1762, gas,2004 dodge grand caravan, 252000,$950, clean, automatic,,, fwd,,, 6 cylinders,,950
1763, gas,2019 kia sedona sx, 34898,"$25,995", clean, automatic, KNDMC5C14K6542650, like new, fwd, blue, SUV, 6 cylinders,,25995
1764, gas,2017 toyota tacoma trd sport, 64158,"$41,880", clean, automatic,, like new, 4wd, black, truck, 6 cylinders, mid-size,41880
1765, gas,2014 F150 XL Reg.cab 4x4, 113000,"$27,500", clean, automatic,, excellent, 4wd, white, truck, 6 cylinders, full-size,27500
1766, gas,2004 Mazda 3, 230000,"$1,995", clean, automatic,, excellent, fwd, grey, sedan, 4 cylinders, compact,1995
1767, gas,2018 honda civic lx, 110131,"$13,880", clean, automatic,, like new, fwd, black, sedan, 4 cylinders, compact,13880
1768, gas,2006 Mazda 3, 230000,"$1,995", clean, automatic,, excellent, fwd, grey, sedan, 4 cylinders, compact,1995
1769, gas,2015 Jeep Cherokee Limited, 54700,"$17,500", rebuilt, automatic,, excellent, 4wd, white, SUV, 6 cylinders, full-size,17500
1770, gas,2013 Dodge Journey, 105000,"$12,900", clean, automatic,, excellent, 4wd, black, SUV, 6 cylinders,,12900
1771, gas,2008 Honda Civic, 230000,"$2,500", clean, manual,, excellent, fwd, silver, sedan, 4 cylinders, compact,2500
1772, gas,1972 pontiac trans am, 103421,"$26,888", clean, manual,,,,,, 8 cylinders,,26888
1773, gas,2018 subaru wrx sti, 14387,"$39,900", clean, manual,, excellent,, blue,, 4 cylinders,,39900
1774, gas,2019 mitsubishi outlander, 50442,"$22,995", clean, automatic, JA4AZ2A3XKZ608776, excellent, 4wd, black, SUV, 4 cylinders,,22995
1775, gas,1991 Pontiac GTA, 106814,"$12,888", clean, manual,,,,,, 8 cylinders,,12888
1776, gas,2005 land rover freelander, 82000,"$9,800", clean, automatic,, excellent, 4wd, grey, SUV, 6 cylinders, mid-size,9800
1777, gas,2003 chevrolet, 140790,"$1,399", clean, automatic,, good, fwd, silver, sedan, 4 cylinders, mid-size,1399
1778, gas,2012 chrysler 200, 140000,"$4,950", clean, automatic,, excellent, fwd, blue, sedan, 6 cylinders, full-size,4950
1779, gas,1972 pontiac trans am, 12321,"$26,888", clean, manual,,,,,, 8 cylinders,,26888
1780, gas,1968 pontiac gto, 10231,"$17,488", clean, automatic,,,,,, 8 cylinders,,17488
1781, gas,1980 Pontiac Trans Am, 105210,"$18,988", clean, automatic,,,,,, 8 cylinders,,18988
1782, gas,1964 Pontiac Grand prix, 106712,"$10,488", salvage, automatic,,,,,, 8 cylinders,,10488
1783, gas,1971 toyota celica, 101212,"$5,871", missing, manual, RA20,,,,,,,5871
1784, gas,2003 chevrolet corvette, 140790,"$1,399", clean, automatic,, good, fwd, silver, sedan, 4 cylinders, mid-size,1399
1785, gas,2002 ford escape, 189477,"$3,500", clean, automatic,,,,,,,,3500
1786, diesel,2006 smart fortwo passion, 245000,"$2,500", clean, automatic,, good, rwd, brown, coupe, 3 cylinders, sub-compact,2500
1787, gas,2004 Mitsubishi Pajero, 160110,"$19,200", clean, automatic,, excellent, 4wd, white, SUV, 6 cylinders, full-size,19200
1788, gas,2012 ford escape xlt, 246000,"$3,350", clean, manual,, excellent, fwd, red, SUV, 4 cylinders, mid-size,3350
1789, gas,2009 hyundai santa fe limited, 170000,"$5,700", clean, automatic,, like new, 4wd, blue, SUV,, full-size,5700
1790, gas,2016 toyota camry xle, 71285,"$19,995", clean, automatic, 4T1BF1FK2GU593705, excellent, fwd, brown, sedan, 4 cylinders,,19995
1791, gas,2008 ford f-150, 145000,"$27,900", clean, automatic,, excellent, rwd, black, truck, 8 cylinders, full-size,27900
1792, gas,2005 cadillac xlr, 150000,"$16,500", clean, automatic,, good, rwd, red, convertible, 8 cylinders, compact,16500
1793, gas,2006 acura mdx, 82000,"$7,500", clean, automatic,, excellent, 4wd, custom, SUV, 6 cylinders, full-size,7500
1794, gas,2018 toyota corolla im hatchback 4d, 24879,"$18,995", clean, automatic, JTNKARJE8JJ568623, like new, fwd, blue, hatchback, 4 cylinders,,18995
1795, gas,2008 ford ranger sport, 190,"$7,500", clean, manual,,,,,,,,7500
1796, gas,2016 Audi S3 Technik, 57147,"$26,500", rebuilt, automatic,, excellent, 4wd, black, sedan, 4 cylinders, compact,26500
1797, gas,2013 jeep wrangler, 175000,"$35,000", clean, automatic,, good, 4wd, blue,, 6 cylinders,,35000
1798, gas,2008 audi a4 quattro s line, 160000,"$6,900", clean, automatic,, excellent, 4wd,, sedan, 4 cylinders,,6900
1799, gas,2015 mercedes benz c300, 102000,"$22,800", clean, automatic,, excellent, 4wd, white, sedan, 4 cylinders, compact,22800
1800, gas,2008 audi a4 quattro s line, 160000,"$6,900", clean, automatic,, excellent, 4wd,, sedan, 4 cylinders,,6900
1801, gas,2015 mercedes benz c300, 102000,"$22,800", clean, automatic,, excellent, 4wd, white, sedan, 4 cylinders, compact,22800
1802, gas,2002 toyota camry le, 199800,"$3,400", clean, automatic,, like new, fwd, red,, 4 cylinders,,3400
1803, gas,2017 nissan sentra, 45000,"$12,000", clean, automatic,, excellent,,,, 4 cylinders,,12000
1804, gas,2016 hyundai elantra limited, 47516,"$12,995", clean, automatic, KMHDH4AH6GU588751, excellent, fwd, white, sedan, 4 cylinders,,12995
1805, gas,1985 porsche 911, 98102,"$58,880", clean, manual,,,,,, 6 cylinders,,58880
1806, gas,2004 honda pilot, 217260,"$6,000", clean, automatic,,, 4wd, silver, SUV, 6 cylinders, full-size,6000
1807, gas,2008 ford ranger sport, 14116,"$13,500", rebuilt, automatic,, like new, rwd, silver, truck, 6 cylinders, mid-size,13500
1808, diesel,1986 Land Rover defender 90, 390000,"$39,990", clean, manual,, excellent, 4wd, red, offroad, 4 cylinders, mid-size,39990
1809, gas,2007 Jeep Compass, 261188,"$2,700", clean, automatic,, good, fwd, blue, hatchback, 4 cylinders, mid-size,2700
1810, gas,2016 Mitsubishi Lancer, 42000,"$14,900", clean, manual,, like new, fwd, white, sedan, 4 cylinders, mid-size,14900
1811, gas,2015 NISSAN JUKE SL, 23208,"$16,988", clean, automatic,, excellent, 4wd, black, SUV, 4 cylinders, compact,16988
1812, diesel,2006 gmc sierra, 287237,"$15,000", clean, automatic,, good,, white, truck,, full-size,15000
1813, gas,2009 toyota matrix, 248060,"$1,800", clean, manual,, excellent, fwd,, sedan, 4 cylinders,,1800
1814, gas,2015 nissan altima 2.5 s, 159000,"$8,499", clean, automatic,, good, fwd,, sedan, 4 cylinders,,8499
1815, gas,2008 nissan altima, 202000,"$3,100", clean, automatic,, good, fwd, brown, sedan, 4 cylinders, compact,3100
1816, gas,2004 bmw z4 2.5i, 248000,"$6,350", clean, manual,,,,,,,,6350
1817, gas,2004 bmw 325ci, 245555,"$4,350", clean, automatic,,,,,,,,4350
1818, gas,2008 dodge challenger, 32000,"$28,000", clean, automatic,,,,,,,,28000
1819, diesel,2008 gmc sierra 2500hd, 315000,"$22,500", clean, other,, excellent, 4wd, grey, pickup, 8 cylinders, full-size,22500
1820, gas,2013 bmw x3, 102000,"$11,999", rebuilt, automatic,, excellent, 4wd, silver, SUV, 4 cylinders, mid-size,11999
1821, gas,2006 toyota matrix, 210,"$2,500", clean, manual,, good, fwd, blue, hatchback, 4 cylinders, mid-size,2500
1822, gas,1998 honda accord 2-door coupe, 265000,"$1,580", clean, automatic,, good, fwd, black, coupe, 6 cylinders, mid-size,1580
1823, gas,2004 Chevrolet optra, 105000,"$2,800", clean, automatic,,,,,,,,2800
1824, gas,2007 Mercedes b200, 174000,"$3,800", clean, automatic,,,,,,,,3800
1825, gas,2006 honda civic si sedan, 243000,"$2,399", clean, manual,, good, 4wd, black, sedan,,,2399
1826, gas,1991 toyota corolla, 272000,$400, clean, automatic,, good, fwd, blue, sedan, 4 cylinders, full-size,400
1827, gas,2007 bmw x3, 118445,"$7,900", clean, automatic,,,,,,,,7900
1828, diesel,2014 ford f350 lariat, 256000,"$10,350", clean, automatic,, good, 4wd,, pickup, 8 cylinders, full-size,10350
1829, gas,2009 honda fit, 186900,"$5,900", clean, automatic,, excellent, fwd, grey, hatchback, 4 cylinders, mid-size,5900
1830, gas,2005 honda civic, 226300,"$2,400", clean, manual,, excellent, fwd, black, sedan, 4 cylinders, mid-size,2400
1831, diesel,2010 2010 mercedes benz sprinter, 380000,"$36,900", clean, automatic,, excellent, rwd, white, bus, 6 cylinders, full-size,36900
1832, gas,2001 2001 mercedes ml320, 264000,"$2,340", clean, automatic, 4JGAB54E81A253186, good, 4wd, black, SUV, 6 cylinders, full-size,2340
1833, gas,1980 gmc caballero, 1,"$2,200", clean, automatic,, fair, rwd, brown, pickup, 8 cylinders, mid-size,2200
1834, gas,2007 Pontiac Wave, 220000,"$1,900", clean, automatic,, good, rwd, black, hatchback, 4 cylinders, sub-compact,1900
1835, gas,2002 mercedez c240, 280000,"$1,700", clean, automatic,, good,, grey, sedan, 6 cylinders, mid-size,1700
1836, gas,2011 toyota venza awd, 160000,"$11,900", rebuilt, automatic,, excellent, 4wd, silver,, 4 cylinders,,11900
1837, gas,2004 mercedes-benz c240, 136500,"$4,800", clean, automatic,, excellent, rwd, black, sedan, 6 cylinders, compact,4800
1838, gas,2002 Dodge Grand Caravan, 290726,"$1,900", clean, automatic,, excellent, fwd, silver, mini-van, 6 cylinders, full-size,1900
1839, gas,2007 pontiac torrent awd, 144000,"$4,600", rebuilt, automatic,, good, 4wd, grey, SUV, 6 cylinders, full-size,4600
1840, gas,2014 mazda cx-5, 107000,"$14,900", clean, automatic,, excellent, fwd, white, SUV, 4 cylinders, mid-size,14900
1841, gas,2006 Chevrolet Trailblazer, 360000,"$2,650", clean, automatic,, excellent, 4wd, black, SUV, 6 cylinders, full-size,2650
1842, hybrid,2012 Chevy Volt, 177000,"$12,999", clean, automatic,,,,,,,,12999
1843, gas,1995 Honda Civic Cx, 201000,"$4,550", clean, automatic,, excellent, fwd, blue, hatchback, 4 cylinders, compact,4550
1844, gas,2011 Nissan Versa, 95564,"$6,299", clean, automatic,, like new, fwd, grey, hatchback,,,6299
1845, electric,2019 2019 Kia niro ev sx touring, 27000,"$49,000", clean, automatic,, like new, fwd, blue, SUV, other,,49000
1846, gas,2011 ford f150, 238,"$4,600", clean, automatic,, good, rwd, grey, truck, 6 cylinders, mid-size,4600
1847, gas,2015 GMC Sierra Denali, 88000,"$42,500", clean, automatic,, excellent, 4wd, grey, truck,, full-size,42500
1848, gas,2018 BMW X5 XDRIVE 35I, 55000,"$54,950", clean, automatic,, excellent, 4wd, black, SUV,,,54950
1849, gas,2010 audi a5 quattro, 136000,"$13,950", clean, automatic,, excellent, 4wd, blue, convertible, 4 cylinders, mid-size,13950
1850, gas,2013 chevrolet silverado, 195000,"$6,000", clean, automatic,, fair, 4wd, brown, truck, 8 cylinders, full-size,6000
1851, gas,1994 Olsmobile Cutlass Convertible GM, 303880,"$4,450", clean, automatic,, excellent, fwd, black, convertible, 6 cylinders, full-size,4450
1852, gas,2019 dodge ram 1500, 16000,"$50,000", clean, automatic,, like new, 4wd, custom, truck,, full-size,50000
1853, gas,2005 VW Jetta Wagon, 340000,"$4,200", rebuilt, manual,, good, fwd, black, wagon, 4 cylinders, mid-size,4200
1854, gas,2004 volkswagen jetta GLI, 205000,"$8,500", clean, manual,, excellent, fwd, blue, sedan, 4 cylinders, mid-size,8500
1855, gas,2002 honda crv, 268000,"$2,500", clean, automatic,,, 4wd,,, 4 cylinders,,2500
1856, gas,1999 Honda accord dx, 207,"$5,000", clean, automatic,, good, fwd, blue, sedan, 4 cylinders, mid-size,5000
1857, gas,2007 lexus rx 350, 104000,"$12,000", clean, automatic,,,,,,,,12000
1858, gas,2019 vw tiguan, 57888,"$33,000", clean, automatic,, like new, 4wd, white, SUV,, mid-size,33000
1859, gas,2011 bmw 328i, 150000,"$8,800", clean, automatic,, excellent, 4wd,, sedan,,,8800
1860, gas,2010 mazda mazda5, 195000,"$5,500", clean, automatic,, excellent,,, mini-van, 4 cylinders,,5500
1861, gas,2016 cadillac escalade, 132000,"$39,990", clean, automatic,, excellent, 4wd, black, SUV, 8 cylinders, full-size,39990
1862, hybrid,2016 Toyota Prius V, 35000,"$24,995", clean, automatic,,,,,,,,24995
1863, gas,1999 honda prelude, 270000,$750, clean, automatic,, excellent, fwd, white, coupe, 4 cylinders, mid-size,750
1864, gas,2003 Honda CR-V, 440000,"$2,100", clean, automatic,, like new, 4wd,, SUV, 4 cylinders, mid-size,2100
1865, gas,2014 Ford fusion, 79000,"$9,900", clean, automatic,, like new,, white,, 4 cylinders, full-size,9900
1866, gas,2004 Audi S4, 180000,"$7,800", clean, manual,, like new, 4wd, blue, sedan, 8 cylinders, full-size,7800
1867, gas,2010 nissan altima, 265000,"$1,234", clean, automatic,, excellent,, red, sedan,,,1234
1868, gas,2011 Cadillac DTS, 39000,"$16,800", clean, automatic,,,,,,,,16800
1869, gas,2017 dodge ram 1500, 150000,"$35,000", clean, automatic,,,,,,,,35000
1870, gas,2017 dodge ram 1500, 150000,"$35,000", clean, automatic,,,,,,,,35000
1871, gas,2003 chrysler sebring convertible, 150000,"$2,800", clean, automatic,, excellent, fwd,, sedan, 6 cylinders,,2800
1872, gas,2020 2020 Ford F-150, 7900,$789, clean, automatic,, like new, 4wd, black, truck, 6 cylinders, full-size,789
1873, gas,1999 toyota altezza, 205000,"$7,500", clean, manual,, excellent, rwd, white, coupe, 4 cylinders, compact,7500
1874, gas,2014 toyota matrix xr, 118000,"$9,400", rebuilt, automatic,, like new, fwd, blue, wagon, 4 cylinders,,9400
1875, diesel,2012 Ram 2500, 269877,"$25,900", clean, automatic,,,,,,,,25900
1876, gas,2005 subaru legacy, 185000,"$3,700", clean, automatic,, good,,,,,,3700
1877, gas,1997 gmc or chev, 200000,"$2,000", clean, automatic,,,,,, 8 cylinders,,2000
1878, diesel,2008 international 4400, 460000,"$1,234", clean, automatic,,,,,,,,1234
1879, gas,2007 Mazda 3, 113000,"$3,500", rebuilt, manual,,,,,,,,3500
1880, gas,2016 kia soul, 48000,"$13,800", clean, automatic,, excellent,, blue, SUV, 4 cylinders, mid-size,13800
1881, gas,2000 mercedes benz, 78000,"$21,000", clean, automatic,, good,,,, 4 cylinders,,21000
1882, gas,2008 dodge grand caravan, 159000,"$5,800", clean, automatic,, excellent,,,, 6 cylinders,,5800
1883, gas,2014 mercedes benz c300, 32000,"$22,000", rebuilt, automatic,, like new, 4wd, silver, sedan, 6 cylinders,,22000
